Species	Comparison	D.obs	eq.P	eq.mean.sim	eq.se.sim	si12.P	si12.mean.sim	si12.se.sim	si21.P	si21.mean.sim	si21.se.sim	an_breadth	Br_breadth	Wi_breadth	Niche_expansion	Niche_stability	Niche_unfilling	migration	clade
Cardellina_pusilla	hypo_br	0.256248261280147	0.5	0.226282999408846	NA	0.5	0.133760644246723	NA	0.5	0.253654298719733	NA	NA	NA	NA	0.290662078235462	0.709337921764538	0.51995647811249	mig	Setophaga-Basileuterus clade
Cardellina_pusilla	hypo_wi	0.0474405266318423	1	0.085379778933715	NA	0.5	0.000159878715451534	NA	1	0.0511143635930431	NA	NA	NA	NA	0.91931697430244	0.0806830256975596	0.857471781748418	mig	Setophaga-Basileuterus clade
Cardellina_rubra	real	0.0144575580330772	1	0.151804026462155	NA	1	0.0307887998679255	NA	1	0.0171174694646308	NA	13.2433703163735	7.24401314558499	5.99935717078853	0.328130060422762	0.671869939577238	0.831270353799063	mig	Setophaga-Basileuterus clade
Cardellina_rubra	hypo_br	0.0141320139021224	1	0.167572274151427	NA	0.5	0	NA	1	0.0787677658777866	NA	NA	NA	NA	0.321413150410344	0.678586849589656	0.834981489004532	mig	Setophaga-Basileuterus clade
Cardellina_rubra	hypo_wi	0.0145267580047871	1	0.170279037366117	NA	0.5	0	NA	0.5	0.00143014638072247	NA	NA	NA	NA	0.334306884979182	0.665693115020818	0.830279601666746	mig	Setophaga-Basileuterus clade
Cardellina_rubrifrons	real	0.00932754845753725	1	0.11179448108007	NA	0.5	0	NA	1	0.0667679304595922	NA	13.7548437027619	7.18365940853895	6.57118429422296	0.677821679483402	0.322178320516598	0.941087331684278	mig	Setophaga-Basileuterus clade
Cardellina_rubrifrons	hypo_br	0.0759003942289277	1	0.149571685963321	NA	0.5	0	NA	1	0.156709103243727	NA	NA	NA	NA	0.384399085194577	0.615600914805423	0.70955272438908	mig	Setophaga-Basileuterus clade
Cardellina_rubrifrons	hypo_wi	0.00404040887037826	1	0.146871847247745	NA	0.5	0.00049655586335251	NA	0.5	6.60156724572314e-05	NA	NA	NA	NA	0.735007429615194	0.264992570384806	0.977824924278168	mig	Setophaga-Basileuterus clade
Cardellina_versicolor	real	0.216103970565689	1	0.240722238862383	NA	0.5	0.210305893122938	NA	1	0.359419399695735	NA	15.383975768789	7.59472220109619	7.78925356769285	0.825277250994546	0.174722749005455	0.753897952863758	res	Setophaga-Basileuterus clade
Myioborus_albifrons	real	0.334865208632148	1	0.482716557636808	NA	0.5	0	NA	0.5	0	NA	11.7961669668602	6.05863567597203	5.73753129088818	0.180164572546674	0.819835427453326	0.340226013976367	res	Setophaga-Basileuterus clade
Myioborus_brunniceps	real	0.0621445858659906	1	0.185230325450202	NA	1	0.202402635213824	NA	1	0.380256434241702	NA	13.9259470148523	7.09956939888602	6.82637761596625	0.710466280445824	0.289533719554176	0.859065793783843	res	Setophaga-Basileuterus clade
Myioborus_miniatus	real	0.459734894129	1	0.537407457905053	NA	0.5	0.129725496969523	NA	0.5	0.0121890559921085	NA	14.8905300886237	7.57349215229412	7.31703793632954	0.00644230234633953	0.99355769765366	0.0915737402052454	res	Setophaga-Basileuterus clade
Myioborus_ornatus	real	0.539418797748757	0.5	0.539183698323181	NA	0.5	0.308622459592609	NA	0.5	0.460794111875609	NA	13.3979570913073	6.60178415188167	6.79617293942559	0.118792292467335	0.881207707532665	0.0112709203834731	res	Setophaga-Basileuterus clade
Myioborus_pictus	real	0.166671178076639	1	0.223173282095405	NA	0.5	0.0117391346763931	NA	1	0.186286766953163	NA	14.1381456530561	7.29220675913171	6.84593889392443	0.318479540928099	0.681520459071901	0.563179009624306	mig	Setophaga-Basileuterus clade
Myioborus_pictus	hypo_br	0.271578589436246	0.5	0.267358414904591	NA	0.5	0	NA	0.5	0.0669842836602255	NA	NA	NA	NA	0.353341371662615	0.646658628337385	0.410768774141779	mig	Setophaga-Basileuterus clade
Myioborus_pictus	hypo_wi	0.198401207195166	1	0.288515719310337	NA	0.5	0	NA	0.5	0.0191715778532799	NA	NA	NA	NA	0.375870922896484	0.624129077103516	0.470934038133398	mig	Setophaga-Basileuterus clade
Myioborus_torquatus	real	0.0462140084879754	1	0.469931444103002	NA	0.5	0.00158870751009188	NA	0.5	0	NA	13.0611827826277	6.73327654529269	6.32790623733503	0.921767107698476	0.0782328923015242	0.948733238834041	res	Setophaga-Basileuterus clade
Myiothlypis_bivittata	real	0.246027663822934	1	0.32820439589061	NA	0.5	0.11560922327241	NA	1	0.339518366517743	NA	14.6835271164415	7.00253180827434	7.6809953081672	0.557113765134719	0.442886234865281	0.0885979267998611	res	Setophaga-Basileuterus clade
Myiothlypis_cinereicollis	real	0.2561449402435	1	0.519891835675218	NA	0.5	0.0696969790542246	NA	0.5	0.129512045642965	NA	12.8553012828531	6.55694774406748	6.29835353878558	0.453672742454022	0.546327257545978	0.485712623685818	res	Setophaga-Basileuterus clade
Myiothlypis_coronata	real	0.436815908018299	0.5	0.4206381236306	NA	0.5	0.0284553389148485	NA	0.5	0.174081538434233	NA	14.8947598561906	7.4690763854385	7.42568347075208	0.102484727414604	0.897515272585396	0.0750324645221033	res	Setophaga-Basileuterus clade
Myiothlypis_flaveola	real	0.310012030955699	1	0.434083413677637	NA	0.5	0.0636078978051396	NA	0.5	0.243663639102521	NA	13.7050202787131	7.04059960220201	6.6644206765111	0.123711589639579	0.876288410360421	0.266560903675394	res	Setophaga-Basileuterus clade
Myiothlypis_fraseri	real	0.123728960634815	1	0.614045147327654	NA	0.5	0	NA	0.5	0	NA	12.3198278478288	6.72506927061697	5.59475857721186	0.742283162547373	0.257716837452627	0.933076806036955	res	Setophaga-Basileuterus clade
Myiothlypis_fulvicauda	real	0.531645305901647	0.5	0.499565261555436	NA	0.5	0.232444436938436	NA	0.5	0.397313283478217	NA	14.1801448378622	7.34274064700663	6.83740419085561	0.00863569043913156	0.991364309560868	0.0480537350808573	res	Setophaga-Basileuterus clade
Myiothlypis_leucophrys	real	0.0200888774219528	1	0.423386693951493	NA	0.5	0	NA	1	0.0567005589856799	NA	11.9425124796789	6.12144365650105	5.8210688231778	0.912245431589068	0.087754568410932	0.967215076953651	res	Setophaga-Basileuterus clade
Myiothlypis_luteoviridis	real	0.381412943802219	1	0.402482291766084	NA	0.5	0.187222123954144	NA	0.5	0.253259949636084	NA	14.8107753659254	7.58735991659164	7.22341544933375	0.0387866832624519	0.961213316737548	0.259081620784997	res	Setophaga-Basileuterus clade
Myiothlypis_nigrocristata	real	0.432974629560401	1	0.473995131130257	NA	0.5	0.053764865053186	NA	0.5	0.143027811872948	NA	14.2476602216919	7.37201161576222	6.8756486059297	0.00531189369086802	0.994688106309132	0.195818296411946	res	Setophaga-Basileuterus clade
Myiothlypis_rivularis	real	0.499958217920737	0.5	0.356687361564396	NA	0.5	0.40184665629064	NA	0.5	0.425753849206193	NA	14.4494548431654	7.26701066447832	7.18244417868706	0.0720996531513638	0.927900346848636	0.302308430438658	res	Setophaga-Basileuterus clade
Myiothlypis_signata	real	0.0932900759045938	1	0.404980615766376	NA	0.5	0.0220144002539214	NA	0.5	0.0118386840012643	NA	14.0820784516315	7.03053235244418	7.05154609918733	0.525087107738464	0.474912892261536	0.529242047509641	res	Setophaga-Basileuterus clade
Setophaga_caerulescens	real	0.13925206786266	1	0.150821311057424	NA	0.5	0	NA	0.5	0	NA	11.8124500262569	5.35667992163565	6.45577010462121	0.578467579972273	0.421532420027727	0.169541777543348	mig	Setophaga-Basileuterus clade
Setophaga_caerulescens	hypo_br	0.432351403082797	0.5	0.332290054446662	NA	0.5	0.372351019585196	NA	1	0.458522357546863	NA	NA	NA	NA	0.485943213727984	0.514056786272015	0.429588139281281	mig	Setophaga-Basileuterus clade
Setophaga_caerulescens	hypo_wi	0.00354778369370345	1	0.069206548617213	NA	0.5	0	NA	1	0.0391607525008569	NA	NA	NA	NA	0.995757490469216	0.00424250953078382	0.996390198963939	mig	Setophaga-Basileuterus clade
Setophaga_castanea	real	0.205425073538668	0.5	0.132427782175006	NA	0.5	0	NA	0.5	0	NA	12.7697955186678	5.98313910291323	6.78665641575457	0.506094880094505	0.493905119905495	0.158528090046499	mig	Setophaga-Basileuterus clade
Setophaga_castanea	hypo_br	0.369009389671344	1	0.472872773929121	NA	0.5	0.23538943436296	NA	0.5	0.165939382718121	NA	NA	NA	NA	0.10294334015918	0.89705665984082	0.148901455217713	mig	Setophaga-Basileuterus clade
Setophaga_castanea	hypo_wi	0	1	0.0499619290126866	NA	1	0.140330206242405	NA	1	0	NA	NA	NA	NA	1	0	1	mig	Setophaga-Basileuterus clade
Setophaga_cerulea	real	0.0720381452146931	1	0.196673322235305	NA	0.5	0.00271856918259827	NA	1	0.0916321001080284	NA	12.2684870127092	5.17774505866718	7.09074195404206	0.780328336728307	0.219671663271693	0	mig	Setophaga-Basileuterus clade
Setophaga_cerulea	hypo_br	0.400030623796811	1	0.430662306191392	NA	0.5	0.0707960004957651	NA	0.5	0.252850876904001	NA	NA	NA	NA	0.024615595238575	0.975384404761425	0.0950380758561689	mig	Setophaga-Basileuterus clade
Setophaga_cerulea	hypo_wi	0	1	0.0780798681457251	NA	1	0	NA	1	0	NA	NA	NA	NA	1	0	1	mig	Setophaga-Basileuterus clade
Setophaga_chrysoparia	real	0.0231181959099324	1	0.100763479222132	NA	0.5	0.00120481791251559	NA	0.5	0	NA	11.6453197859052	5.36772642395286	6.2775933619523	0.983522385839446	0.0164776141605545	0.944627780689405	mig	Setophaga-Basileuterus clade
Setophaga_chrysoparia	hypo_br	0.152671858171421	1	0.177081577495384	NA	0.5	0.0602601971831512	NA	1	0.183172857695953	NA	NA	NA	NA	0.842497360290764	0.157502639709236	0.797229888983563	mig	Setophaga-Basileuterus clade
Setophaga_chrysoparia	hypo_wi	0.0455931071569029	1	0.30848484994741	NA	0.5	0	NA	0.5	0	NA	NA	NA	NA	0.760011204123513	0.239988795876487	0.875014249146366	mig	Setophaga-Basileuterus clade
Setophaga_citrina	real	0.268640941416116	0.5	0.117005555810992	NA	1	0.409171910186048	NA	0.5	0.0494534712193142	NA	11.8469417758866	5.26869151432215	6.57825026156445	0.81392699048982	0.18607300951018	0.296142108688874	mig	Setophaga-Basileuterus clade
Setophaga_citrina	hypo_br	0.350257502297292	0.5	0.279277329365652	NA	0.5	0	NA	0.5	0.159463892096564	NA	NA	NA	NA	0.462447225217633	0.537552774782367	0.476202448614472	mig	Setophaga-Basileuterus clade
Setophaga_citrina	hypo_wi	0	1	0.159979919551849	NA	1	0	NA	1	0.237598951655273	NA	NA	NA	NA	1	0	1	mig	Setophaga-Basileuterus clade
Setophaga_coronata	real	0.459437265002028	0.5	0.239289255265336	NA	0.5	0.143136171935531	NA	0.5	0.452304083433051	NA	14.1857230818227	6.95774505993104	7.22797802189169	0.0836613776973228	0.916338622302677	0.104244282001539	mig	Setophaga-Basileuterus clade
Setophaga_coronata	hypo_br	0.215739269027229	0.5	0.171969390948351	NA	0.5	0.0427634378616381	NA	1	0.288917345721064	NA	NA	NA	NA	0.332155906305418	0.667844093694582	0.56954363515163	mig	Setophaga-Basileuterus clade
Setophaga_coronata	hypo_wi	0.179862487065064	0.5	0.0831304326258702	NA	0.5	0.0987631413914639	NA	0.5	0.0996860413729689	NA	NA	NA	NA	0.78269416161829	0.21730583838171	0.229825338024562	mig	Setophaga-Basileuterus clade
Setophaga_discolor	real	0.158538349178411	1	0.174195942711608	NA	0.5	0	NA	1	0.288669579358757	NA	11.7523444544762	5.29552473123708	6.45681972323916	0.897595774117838	0.102404225882162	0.525185190691653	mig	Setophaga-Basileuterus clade
Setophaga_discolor	hypo_br	0.247347006724033	0.5	0.231751669111262	NA	0.5	0.000855643120843075	NA	1	0.329474529883818	NA	NA	NA	NA	0.78005700968698	0.21994299031302	0.568148007677846	mig	Setophaga-Basileuterus clade
Setophaga_discolor	hypo_wi	9.99323345747261e-05	1	0.135059801949498	NA	0.5	1.11022302462516e-16	NA	1	0.228592293349276	NA	NA	NA	NA	0.999869850105196	0.000130149894803994	0.999815452436016	mig	Setophaga-Basileuterus clade
Setophaga_dominica	real	0.19542597092875	0.5	0.145854423272818	NA	0.5	0	NA	0.5	0.0782423000422334	NA	11.8870957793907	5.31849047310623	6.56860530628451	0.862434773943886	0.137565226056114	0.420916154447731	mig	Setophaga-Basileuterus clade
Setophaga_dominica	hypo_br	0.338723317399364	0.5	0.260880877102283	NA	0.5	0	NA	1	0.472471260316462	NA	NA	NA	NA	0.63037880829859	0.36962119170141	0.514930175303295	mig	Setophaga-Basileuterus clade
Setophaga_dominica	hypo_wi	4.15228038365134e-05	1	0.152401905219337	NA	0.5	0	NA	1	0.0430921868530704	NA	NA	NA	NA	0.99993724683305	6.27531669505103e-05	0.999934588327505	mig	Setophaga-Basileuterus clade
Setophaga_fusca	real	0.232820849631236	0.5	0.18503017799901	NA	0.5	0.00252955061340943	NA	0.5	0.0231536668404586	NA	12.6450426526189	5.68649129018866	6.95855136243023	0.524693628554885	0.475306371445115	0.0284997465875927	mig	Setophaga-Basileuterus clade
Setophaga_fusca	hypo_br	0.428756676854636	0.5	0.42272308574416	NA	0.5	0.0730057192208964	NA	0.5	0.0782154238622064	NA	NA	NA	NA	0.0117057224204035	0.988294277579596	0.0863455438014968	mig	Setophaga-Basileuterus clade
Setophaga_fusca	hypo_wi	0.00349951121150094	1	0.0532493112696056	NA	1	0.0150099050354126	NA	1	0.331496341915455	NA	NA	NA	NA	0.995457990580718	0.00454200941928221	0.997096479122659	mig	Setophaga-Basileuterus clade
Setophaga_graciae	real	0.131664201366899	1	0.142584762866271	NA	0.5	0	NA	1	0.155945280992102	NA	14.5463906977581	7.6534652267485	6.89292547100957	0.277473375617222	0.722526624382778	0.765877801366603	mig	Setophaga-Basileuterus clade
Setophaga_graciae	hypo_br	0.156581868275801	1	0.190485483672328	NA	0.5	0	NA	0.5	0.000703266489667453	NA	NA	NA	NA	0.426288789927022	0.573711210072978	0.622160233728812	mig	Setophaga-Basileuterus clade
Setophaga_graciae	hypo_wi	0.124459861731877	1	0.16084341856611	NA	0.5	0	NA	0.5	0.103942697315773	NA	NA	NA	NA	0.56366805663182	0.43633194336818	0.756235252326093	mig	Setophaga-Basileuterus clade
Setophaga_magnolia	real	0.374516829139821	1	0.387260342039097	NA	0.5	0	NA	0.5	0.110159422519044	NA	12.1195970967783	5.65186989564499	6.46772720113328	0.193365722909646	0.806634277090354	0.000899344644869692	mig	Setophaga-Basileuterus clade
Setophaga_magnolia	hypo_br	0.179367469858241	1	0.253196198347013	NA	0.5	0.00173636403487498	NA	0.5	0.007743099697333	NA	NA	NA	NA	0.601423889837821	0.398576110162179	0.598311767706704	mig	Setophaga-Basileuterus clade
Setophaga_magnolia	hypo_wi	0.000197740270579949	1	0.0470888352584412	NA	0.5	0	NA	1	0.00073799056505941	NA	NA	NA	NA	0.999927688256428	7.2311743571845e-05	0.999744745030976	mig	Setophaga-Basileuterus clade
Setophaga_nigrescens	real	0.0589257005361441	1	0.159000086465838	NA	0.5	0	NA	0.5	0.000147037744843259	NA	12.7594422138511	6.900822341424	5.85861987242708	0.040765886657296	0.959234113342704	0.779527812460937	mig	Setophaga-Basileuterus clade
Setophaga_nigrescens	hypo_br	0.0199452942468293	1	0.213755492197988	NA	0.5	0	NA	0.5	0.0106146410238778	NA	NA	NA	NA	0.583527195036941	0.416472804963059	0.872913079318385	mig	Setophaga-Basileuterus clade
Setophaga_nigrescens	hypo_wi	0.07055536764554	1	0.152052005483277	NA	0.5	0.00497972833629057	NA	1	0.164229092161532	NA	NA	NA	NA	0.863573767871626	0.136426232128374	0.735229139468031	mig	Setophaga-Basileuterus clade
Setophaga_occidentalis	real	0.285532272603253	0.5	0.228067621145404	NA	0.5	0.0130327384529163	NA	0.5	0.101071154020285	NA	13.2234951448123	6.48723187537676	6.73626326943557	0.325056125144172	0.674943874855828	0.323794106519176	mig	Setophaga-Basileuterus clade
Setophaga_occidentalis	hypo_br	0.119238459007226	1	0.204456987419734	NA	1	0.135318018905156	NA	0.5	0.118751036851122	NA	NA	NA	NA	0.462602155305979	0.537397844694021	0.611536613487155	mig	Setophaga-Basileuterus clade
Setophaga_occidentalis	hypo_wi	0.00282427455427592	1	0.176642102907375	NA	1	0.0411650412299553	NA	0.5	0	NA	NA	NA	NA	0.98079499710285	0.0192050028971505	0.957696822823549	mig	Setophaga-Basileuterus clade
Setophaga_palmarum	real	0.201100744700688	1	0.202913850738135	NA	0.5	0	NA	0.5	0	NA	12.5532490182121	5.96959488624606	6.58365413196601	0.310486148700724	0.689513851299276	0.255406554550848	mig	Setophaga-Basileuterus clade
Setophaga_palmarum	hypo_br	0.395866829740492	0.5	0.290615478312976	NA	0.5	0	NA	0.5	0.272920107255442	NA	NA	NA	NA	0.51573021893563	0.48426978106437	0.5262651007918	mig	Setophaga-Basileuterus clade
Setophaga_palmarum	hypo_wi	0	1	0.0529950192744362	NA	1	0	NA	1	1.11022302462516e-16	NA	NA	NA	NA	1	0	1	mig	Setophaga-Basileuterus clade
Setophaga_pensylvanica	real	0.229148497244262	0.5	0.186453456462303	NA	0.5	0.120731657737453	NA	0.5	0.0421556264164408	NA	12.1313272050677	5.60224857823643	6.52907862683127	0.4857889585756	0.5142110414244	0.0226297837375119	mig	Setophaga-Basileuterus clade
Setophaga_pensylvanica	hypo_br	0.230707607350757	1	0.442960896400686	NA	1	0.422142999759332	NA	1	0.430377849750903	NA	NA	NA	NA	0.119583159940493	0.880416840059507	0.227542517079016	mig	Setophaga-Basileuterus clade
Setophaga_pensylvanica	hypo_wi	0.00686796386113864	1	0.0547670888994609	NA	1	0.0118214888693891	NA	1	0.0556815375509255	NA	NA	NA	NA	0.994226768275913	0.00577323172408715	0.993079543913752	mig	Setophaga-Basileuterus clade
Setophaga_pinus	real	0.246826847208003	1	0.272804449819677	NA	0.5	0	NA	0.5	0.000870537359645596	NA	11.6046459001487	5.84881351660133	5.75583238354741	0.450126925002687	0.549873074997313	0.557262144591981	mig	Setophaga-Basileuterus clade
Setophaga_pinus	hypo_br	0.167654871154187	1	0.232366299938059	NA	0.5	0	NA	0.5	0.00652107838331695	NA	NA	NA	NA	0.818773807352209	0.181226192647791	0.713797576301532	mig	Setophaga-Basileuterus clade
Setophaga_pinus	hypo_wi	0.21896541340258	0.5	0.156583487085387	NA	0.5	1.66796630510779e-05	NA	1	0.352291354319867	NA	NA	NA	NA	0.637293349859582	0.362706650140418	0.418996589767187	mig	Setophaga-Basileuterus clade
Setophaga_pitiayumi	real	0.713010614720031	0.5	0.707887488759205	NA	0.5	0.276139194652928	NA	0.5	0.343860057346795	NA	14.3392304194146	7.29917646354544	7.04005395586916	0.000438963998278061	0.999561036001722	0.0244244257102935	mig	Setophaga-Basileuterus clade
Setophaga_pitiayumi	hypo_br	0.720888606814317	1	0.727907085754063	NA	0.5	0.454090691917984	NA	0.5	0.000498167423265472	NA	NA	NA	NA	0.00555542525878465	0.994444574741215	0.0253863214458813	mig	Setophaga-Basileuterus clade
Setophaga_pitiayumi	hypo_wi	0.713113919721742	1	0.752366163657407	NA	0.5	0.000143506749363698	NA	0.5	0.135333550081508	NA	NA	NA	NA	0.000351205185596834	0.999648794814403	0.0204588165053757	mig	Setophaga-Basileuterus clade
Setophaga_pityophila	real	0	1	0.243696938393001	NA	1	0.0154594243624172	NA	1	0	NA	11.6248890531093	5.44899529958184	6.17589375352747	1	0	1	res	Setophaga-Basileuterus clade
Setophaga_ruticilla	real	0.414586724705984	0.5	0.258481818405387	NA	0.5	0	NA	0.5	0.00786661362659724	NA	13.2734098479306	6.4195634325516	6.85384641537901	0.353689277389212	0.646310722610788	0.0432496706644564	mig	Setophaga-Basileuterus clade
Setophaga_ruticilla	hypo_br	0.296055927724291	1	0.572451224356219	NA	0.5	0.0148378099258553	NA	0.5	0.013904586556768	NA	NA	NA	NA	0.0114250751289673	0.988574924871033	0.147762380787376	mig	Setophaga-Basileuterus clade
Setophaga_ruticilla	hypo_wi	0.0837565306586603	0.5	0.069242068017354	NA	1	0.144927814849286	NA	1	0.116900857833387	NA	NA	NA	NA	0.882368981749	0.117631018251	0.922499592706194	mig	Setophaga-Basileuterus clade
Setophaga_striata	real	0.184782869435335	0.5	0.0568226365498458	NA	1	0.241229761117791	NA	0.5	0.0143914022573793	NA	13.2502216329377	6.63126103371385	6.61896059922388	0.73530387913563	0.26469612086437	0.551783102516602	mig	Setophaga-Basileuterus clade
Setophaga_striata	hypo_br	0.533335563350005	0.5	0.500143564682751	NA	0.5	0.275899056038887	NA	0.5	0.0540001102983833	NA	NA	NA	NA	0.0627628684560504	0.93723713154395	0.0967436213488959	mig	Setophaga-Basileuterus clade
Setophaga_striata	hypo_wi	0.0264074843092128	1	0.0862146259393852	NA	0.5	0.00799517875366151	NA	1	0.0281673095538628	NA	NA	NA	NA	0.972075188961608	0.0279248110383921	0.96553962965188	mig	Setophaga-Basileuterus clade
Setophaga_tigrina	real	0.562810655025037	0.5	0.376781444103968	NA	0.5	0.29872741010774	NA	0.5	0	NA	12.3312871840139	5.82814060153375	6.50314658248015	0.273781526895532	0.726218473104468	0.0206137988499715	mig	Setophaga-Basileuterus clade
Setophaga_tigrina	hypo_br	0.0910600010552968	1	0.549779951822721	NA	1	0.19501534485235	NA	0.5	0.0486938972903947	NA	NA	NA	NA	0.337140244545998	0.662859755454002	0.583823989221653	mig	Setophaga-Basileuterus clade
Setophaga_tigrina	hypo_wi	0	1	0.103433560828119	NA	1	0	NA	1	0	NA	NA	NA	NA	1	0	1	mig	Setophaga-Basileuterus clade
Setophaga_townsendi	real	0.264065730567863	1	0.279374786249972	NA	0.5	0.142067844829114	NA	0.5	0.131093073522343	NA	13.9885451831801	6.81113077308436	7.17741441009569	0.197143009567017	0.802856990432983	0.0635214279173047	mig	Setophaga-Basileuterus clade
Setophaga_townsendi	hypo_br	0.100725610871007	1	0.182372716398326	NA	0.5	0.0397943643084333	NA	0.5	0.0334514755961546	NA	NA	NA	NA	0.304888805604296	0.695111194395704	0.556822109428429	mig	Setophaga-Basileuterus clade
Setophaga_townsendi	hypo_wi	0.0264042061992353	1	0.107678526974176	NA	0.5	0.00352444340818925	NA	0.5	0	NA	NA	NA	NA	0.890595205367144	0.109404794632856	0.958688828101962	mig	Setophaga-Basileuterus clade
Setophaga_virens	real	0.544203419124804	0.5	0.280254429830668	NA	0.5	0.0449067150042548	NA	0.5	0.140657048969311	NA	12.6172488864504	5.91837877875864	6.69887010769178	0.304113367869798	0.695886632130202	0.00407687204793368	mig	Setophaga-Basileuterus clade
Setophaga_virens	hypo_br	0.163446806135449	1	0.52343823048451	NA	0.5	0.00813874238041368	NA	1	0.163755116212916	NA	NA	NA	NA	0.266848296267317	0.733151703732683	0.263597555088855	mig	Setophaga-Basileuterus clade
Setophaga_virens	hypo_wi	0.044996139361229	1	0.0662323772840837	NA	0.5	0.0103355573637117	NA	1	0.129835594933276	NA	NA	NA	NA	0.95083471444303	0.0491652855569702	0.970109084848079	mig	Setophaga-Basileuterus clade
