"Species"	"Comparison"	"D.obs"	"eq.P"	"eq.mean.sim"	"eq.se.sim"	"si12.P"	"si12.mean.sim"	"si12.se.sim"	"si21.P"	"si21.mean.sim"	"si21.se.sim"	"an_breadth"	"Niche_expansion"	"Niche_stability"	"Niche_unfilling"	"migration"	"clade"	"ENClade"	"Migration"	"Distance"	"Area"	"Hypo_br_area"	"Hypo_wi_area"	"SpeciesID"	"FDB_valid"	"FDB_where_included_if_not_split"	"IOC3_1_Genus"	"IOC3_1_Family"	"DB_actual_V1.0"	"EN_groups"	"CPH_ranges_comments"	"CPH_range"	"Extinct_full"	"Extinct_partial"	"Marine_full"	"Marine_partial"	"Migratory_status"	"Migr_dir_full"	"Migr_dir_partial"	"Migr_dir_local"	"Migr_disp_full"	"Migr_disp_partial"	"Migr_disp_local"	"Migr_altitidinal"	"Irruptive"	"Nomad_full"	"Nomad_partial"	"Nomad_local"	"Resid_full"	"Resid_partial"	"Unknown"	"Uncertain"	"Migratory_status_Comments"	"Doublechecked"
"Agriornis_murinus"	"hypo_wi"	0.0203828608681073	1	0.255919142147746	NA	0.5	0	NA	0.5	0.00205255854897968	NA	NA	0.971802801578597	0.0281971984214034	0.973748978450132	"mig"	"Xolmiini"	"Xolmiini"	"mig"	"short"	264	368	160	5324	TRUE	""	"Agriornis"	"Tyrannidae"	1	"Xolmiini"	""	TRUE	0	0	0	0	"migratory"	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	"migratory, apparently resident in one area but most popltns move N-S"	1
"Alopochelidon_fucata"	"real"	0.543575884	1	0.545073183	NA	1	0.698663179	NA	0.5	0.076866409	NA	7.228355414	0.038664395	0.961335605	0.112593322	"mig"	"Hirundinidae"	"Hirundinidae"	"mig"	"short"	788	854	722	7186	TRUE	""	"Alopochelidon"	"Hirundinidae"	1	"Hirundinidae"	""	TRUE	0	0	0	0	"migratory"	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	"migratory in S of range, non-breeding area not well-known"	1
"Alopochelidon_fucata"	"hypo_br"	0.468788608	0.5	0.467260299	NA	1	0.620495865	NA	0.5	0.127748641	NA	NA	0.049775882	0.950224118	0.151364215	"mig"	"Hirundinidae"	"Hirundinidae"	"mig"	"short"	788	854	722	7186	TRUE	""	"Alopochelidon"	"Hirundinidae"	1	"Hirundinidae"	""	TRUE	0	0	0	0	"migratory"	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	"migratory in S of range, non-breeding area not well-known"	1
"Alopochelidon_fucata"	"hypo_wi"	0.446105238	1	0.575994139	NA	0.5	0.102642678	NA	0.5	0.048871127	NA	NA	0.051347795	0.948652205	0.200563425	"mig"	"Hirundinidae"	"Hirundinidae"	"mig"	"short"	788	854	722	7186	TRUE	""	"Alopochelidon"	"Hirundinidae"	1	"Hirundinidae"	""	TRUE	0	0	0	0	"migratory"	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	"migratory in S of range, non-breeding area not well-known"	1
"Amaurospiza_concolor"	"real"	0.192525940241652	1	0.560192423770888	NA	0.5	0.0140525516769511	NA	0.5	0.051927877885347	NA	7.32330752443212	0.0850837712414754	0.914916228758525	0.321047328829795	"res"	"Cardinalidae"	"Cardinalidae"	"res"	NA	140	140	140	10567	TRUE	""	"Amaurospiza"	"Cardinalidae"	0	"Cardinalidae"	""	TRUE	0	0	0	0	"resident"	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	"resident, wanders irruptively in search of seeding bamboo"	1
"Amaurospiza_moesta"	"real"	0.271069270190818	1	0.716823821224952	NA	0.5	0.00139430661487749	NA	1	0.28705219461834	NA	6.71189732606939	0.220073517207189	0.779926482792811	0.533361451809327	"res"	"Cardinalidae"	"Cardinalidae"	"res"	NA	134	134	134	10568	TRUE	""	"Amaurospiza"	"Cardinalidae"	0	"Cardinalidae"	""	TRUE	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	"resident, partly nomadic in search of seeding bamboo"	1
"Atticora_fasciata"	"real"	0.591285775	0.5	0.288790357	NA	0.5	0.019851762	NA	0.5	0.040673405	NA	7.149105682	0.01889879	0.98110121	0.201922717	"res"	"Hirundinidae"	"Hirundinidae"	"res"	NA	1192	1192	1192	7181	TRUE	""	"Atticora"	"Hirundinidae"	0	"Hirundinidae"	""	TRUE	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"probably resident"	NA
"Atticora_melanoleuca"	"real"	0.456997297	0.5	0.305509532	NA	0.5	0.220470277	NA	0.5	0.148158907	NA	7.378315309	0.077070369	0.922929631	0.313595677	"res"	"Hirundinidae"	"Hirundinidae"	"res"	NA	434	434	434	7182	TRUE	""	"Atticora"	"Hirundinidae"	0	"Hirundinidae"	""	TRUE	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"probably mainly resident"	NA
"Basileuterus_belli"	"real"	0.232159419116306	1	0.312477425752455	NA	0.5	0.0126518400102239	NA	1	0.261733244961768	NA	7.15332547770209	0.31364801619356	0.68635198380644	0.459063604356799	"res"	"Setophaga-Basileuterus clade"	"Setophaga-Basileuterus clade"	"res"	NA	126	126	126	9841	TRUE	""	"Basileuterus"	"Parulidae"	0	"Setophaga-Basileuterus clade"	""	TRUE	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	""	NA
"Basileuterus_culicivorus"	"real"	0.614772814785169	0.5	0.593423322189004	NA	0.5	0.200863648956105	NA	0.5	0.024127797971043	NA	6.97944671267207	0.0119032062080557	0.988096793791944	0.0625679205182923	"res"	"Setophaga-Basileuterus clade"	"Setophaga-Basileuterus clade"	"res"	NA	1330	1330	1330	9842	TRUE	""	"Basileuterus"	"Parulidae"	0	"Setophaga-Basileuterus clade"	""	TRUE	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"generally sedentary"	NA
"Basileuterus_melanogenys"	"real"	0.187054988073387	1	0.404937370015183	NA	1	0.41166306755583	NA	0.5	0	NA	7.48141517200313	0.817395953618476	0.182604046381524	0.552864821241707	"res"	"Setophaga-Basileuterus clade"	"Setophaga-Basileuterus clade"	"res"	NA	10	10	10	9839	TRUE	""	"Basileuterus"	"Parulidae"	0	"Setophaga-Basileuterus clade"	""	TRUE	0	0	0	0	"resident"	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	"resident, groups wander widely outside breeding season"	NA
"Basileuterus_rufifrons"	"real"	0.238206442607391	1	0.487739271711886	NA	0.5	0	NA	0.5	0.196404048312542	NA	7.54267115008516	0.234942275063868	0.765057724936132	0.152386008558023	"res"	"Setophaga-Basileuterus clade"	"Setophaga-Basileuterus clade"	"res"	NA	286	286	286	9838	TRUE	""	"Basileuterus"	"Parulidae"	0	"Setophaga-Basileuterus clade"	""	TRUE	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"generally sedentary"	NA
"Basileuterus_trifasciatus"	"real"	0.46354623858459	1	0.598156583660914	NA	0.5	0.375414575098235	NA	0.5	0.199017774880884	NA	5.93441410469569	0.109480109997226	0.890519890002774	0.454929116205537	"res"	"Setophaga-Basileuterus clade"	"Setophaga-Basileuterus clade"	"res"	NA	14	14	14	9843	TRUE	""	"Basileuterus"	"Parulidae"	0	"Setophaga-Basileuterus clade"	""	TRUE	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	""	NA
"Basileuterus_tristriatus"	"real"	0.783333135558502	1	0.79057868565659	NA	0.5	0.656753801579674	NA	0.5	0.376153656143141	NA	7.41066478288514	0.00792360278847331	0.992076397211527	0.00672792661097962	"res"	"Setophaga-Basileuterus clade"	"Setophaga-Basileuterus clade"	"res"	NA	148	148	148	9844	TRUE	""	"Basileuterus"	"Parulidae"	0	"Setophaga-Basileuterus clade"	""	TRUE	0	0	0	0	"resident"	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	"resident, may rove widely with foraging flocks outside breeding season"	1
"Campicoloides_bifasciatus"	"real"	0.451190776614112	1	0.590876022475781	NA	0.5	0.00269910930525541	NA	0.5	0	NA	6.81804013203677	0.237372951467413	0.762627048532587	0.445858068522975	"res"	"Oenanthe-Saxicola clade"	"Oenanthe-Saxicola clade"	"res"	NA	68	68	68	8744	TRUE	""	"Campicoloides"	"Muscicapidae"	0	"Oenanthe-Saxicola clade"	""	TRUE	0	0	0	0	"resident"	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	"sedentary, but some birds wander outside breeding season, and birds at highest elevations may descend lower in winter"	1
"Cardellina_canadensis"	"real"	0.186021523322927	0.5	0.175840050908096	NA	0.5	0.0151745904419122	NA	1	0.208165792364818	NA	6.65525237641901	0.572806601549642	0.427193398450358	0.0863135841278643	"mig"	"Setophaga-Basileuterus clade"	"Setophaga-Basileuterus clade"	"mig"	"long"	670	454	886	9846	TRUE	""	"Cardellina"	"Parulidae"	1	"Setophaga-Basileuterus clade"	""	TRUE	0	0	0	0	"migratory"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	1
"Cardellina_canadensis"	"hypo_br"	0.461107599951017	0.5	0.447948589284168	NA	0.5	0.0423365094213127	NA	0.5	0.242574211353759	NA	NA	0.00660268775861832	0.993397312241382	0.0764318745694094	"mig"	"Setophaga-Basileuterus clade"	"Setophaga-Basileuterus clade"	"mig"	"long"	670	454	886	9846	TRUE	""	"Cardellina"	"Parulidae"	1	"Setophaga-Basileuterus clade"	""	TRUE	0	0	0	0	"migratory"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	1
"Cardellina_canadensis"	"hypo_wi"	0.00170345390770354	1	0.0600181129728273	NA	1	0.00715017519517669	NA	0.5	0	NA	NA	0.998681336460049	0.0013186635399513	0.998713439206444	"mig"	"Setophaga-Basileuterus clade"	"Setophaga-Basileuterus clade"	"mig"	"long"	670	454	886	9846	TRUE	""	"Cardellina"	"Parulidae"	1	"Setophaga-Basileuterus clade"	""	TRUE	0	0	0	0	"migratory"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	1
"Cardellina_pusilla"	"real"	0.329701340464952	0.5	0.302706677878617	NA	0.5	0.223744948035441	NA	0.5	0.0318351143033209	NA	6.73318717419529	0.140721613081092	0.859278386918908	0.0577050277612188	"mig"	"Setophaga-Basileuterus clade"	"Setophaga-Basileuterus clade"	"mig"	"long"	1639	356	2922	9847	TRUE	""	"Cardellina"	"Parulidae"	1	"Setophaga-Basileuterus clade"	""	TRUE	0	0	0	0	"migratory"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	1
"Cardellina_pusilla"	"hypo_br"	0.256248261280147	0.5	0.232934608320055	NA	0.5	0	NA	0.5	0.248302570014649	NA	NA	0.290662078235462	0.709337921764538	0.51995647811249	"mig"	"Setophaga-Basileuterus clade"	"Setophaga-Basileuterus clade"	"mig"	"long"	1639	356	2922	9847	TRUE	""	"Cardellina"	"Parulidae"	1	"Setophaga-Basileuterus clade"	""	TRUE	0	0	0	0	"migratory"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	1
"Cardellina_pusilla"	"hypo_wi"	0.0474405266318423	1	0.0843595565936136	NA	0.5	0.0221640807652566	NA	1	0.0974251295116402	NA	NA	0.91931697430244	0.0806830256975596	0.857471781748418	"mig"	"Setophaga-Basileuterus clade"	"Setophaga-Basileuterus clade"	"mig"	"long"	1639	356	2922	9847	TRUE	""	"Cardellina"	"Parulidae"	1	"Setophaga-Basileuterus clade"	""	TRUE	0	0	0	0	"migratory"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	1
"Cardellina_rubra"	"real"	0.0144575580330772	1	0.168105351424096	NA	0.5	0	NA	0.5	0	NA	7.2808539547621	0.328130060422762	0.671869939577238	0.831270353799063	"mig"	"Setophaga-Basileuterus clade"	"Setophaga-Basileuterus clade"	"mig"	"short"	88	92	84	9849	TRUE	""	"Cardellina"	"Parulidae"	1	"Setophaga-Basileuterus clade"	""	TRUE	0	0	0	0	"resident"	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	"altitudinal migrant"	1
"Cardellina_rubra"	"hypo_br"	0.0141320139021224	1	0.170300047523657	NA	0.5	0	NA	1	0.065664357372297	NA	NA	0.321413150410344	0.678586849589656	0.834981489004532	"mig"	"Setophaga-Basileuterus clade"	"Setophaga-Basileuterus clade"	"mig"	"short"	88	92	84	9849	TRUE	""	"Cardellina"	"Parulidae"	1	"Setophaga-Basileuterus clade"	""	TRUE	0	0	0	0	"resident"	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	"altitudinal migrant"	1
"Cardellina_rubra"	"hypo_wi"	0.0145267580047871	1	0.147415692407765	NA	0.5	0	NA	1	0.0814791139861341	NA	NA	0.334306884979182	0.665693115020818	0.830279601666746	"mig"	"Setophaga-Basileuterus clade"	"Setophaga-Basileuterus clade"	"mig"	"short"	88	92	84	9849	TRUE	""	"Cardellina"	"Parulidae"	1	"Setophaga-Basileuterus clade"	""	TRUE	0	0	0	0	"resident"	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	"altitudinal migrant"	1
"Cardellina_rubrifrons"	"real"	0.00932754845753725	1	0.117987469976694	NA	0.5	0	NA	1	0.0536667375004658	NA	7.70775787360476	0.677821679483402	0.322178320516598	0.941087331684278	"mig"	"Setophaga-Basileuterus clade"	"Setophaga-Basileuterus clade"	"mig"	"short"	99	104	94	9848	TRUE	""	"Cardellina"	"Parulidae"	1	"Setophaga-Basileuterus clade"	""	TRUE	0	0	0	0	"migratory"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	1
"Cardellina_rubrifrons"	"hypo_br"	0.0759003942289277	1	0.180049431787854	NA	0.5	0.0120004150972477	NA	1	0.157173207947687	NA	NA	0.384399085194577	0.615600914805423	0.70955272438908	"mig"	"Setophaga-Basileuterus clade"	"Setophaga-Basileuterus clade"	"mig"	"short"	99	104	94	9848	TRUE	""	"Cardellina"	"Parulidae"	1	"Setophaga-Basileuterus clade"	""	TRUE	0	0	0	0	"migratory"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	1
"Cardellina_rubrifrons"	"hypo_wi"	0.00404040887037826	1	0.158689732286311	NA	0.5	0	NA	1	0.0456383881368024	NA	NA	0.735007429615194	0.264992570384806	0.977824924278168	"mig"	"Setophaga-Basileuterus clade"	"Setophaga-Basileuterus clade"	"mig"	"short"	99	104	94	9848	TRUE	""	"Cardellina"	"Parulidae"	1	"Setophaga-Basileuterus clade"	""	TRUE	0	0	0	0	"migratory"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	1
"Cardellina_versicolor"	"real"	0.216103970565689	0.5	0.195836418850759	NA	0.5	0.215415202429005	NA	0.5	0.153998044119054	NA	8.20698878104241	0.825277250994546	0.174722749005455	0.753897952863758	"res"	"Setophaga-Basileuterus clade"	"Setophaga-Basileuterus clade"	"res"	NA	22	22	22	9850	TRUE	""	"Cardellina"	"Parulidae"	0	"Setophaga-Basileuterus clade"	""	TRUE	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	""	NA
"Cardinalis_cardinalis"	"real"	0.393584338098254	0.5	0.364722971007603	NA	0.5	0.336938715905436	NA	0.5	0.119552175508367	NA	7.58091982652703	0.1946045753055	0.8053954246945	0.249757446700141	"res"	"Cardinalidae"	"Cardinalidae"	"res"	NA	1352	1352	1352	10559	TRUE	""	"Cardinalis"	"Cardinalidae"	0	"Cardinalidae"	""	TRUE	0	0	0	0	"resident"	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	"generally sedentary, occasional irregular long-distance movements that seem to be non-directional dispersal"	1
"Cardinalis_phoeniceus"	"real"	0.177325976486729	1	0.419866233254342	NA	0.5	0.0663858997322395	NA	0.5	0	NA	6.11279291070906	0.372871177502077	0.627128822497923	0.607821877996833	"res"	"Cardinalidae"	"Cardinalidae"	"res"	NA	32	32	32	10560	TRUE	""	"Cardinalis"	"Cardinalidae"	0	"Cardinalidae"	""	TRUE	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"apparently sedentary"	NA
"Cardinalis_sinuatus"	"real"	0.00389863855550299	1	0.131088421406724	NA	0.5	0	NA	1	0.157891038824935	NA	7.71841375205754	0.94207696994239	0.0579230300576095	0.973824153939203	"res"	"Cardinalidae"	"Cardinalidae"	"res"	NA	352	352	352	10561	TRUE	""	"Cardinalis"	"Cardinalidae"	0	"Cardinalidae"	""	TRUE	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"resident, may wander locally outside breeding season"	1
"Caryothraustes_canadensis"	"real"	0.569291465081687	0.5	0.300459406631125	NA	0.5	0.29073799148828	NA	0.5	0.274360256230694	NA	7.18740452094181	0.0473301158834362	0.952669884116564	0.168773162716687	"res"	"Cardinalidae"	"Cardinalidae"	"res"	NA	582	582	582	10563	TRUE	""	"Caryothraustes"	"Cardinalidae"	0	"Cardinalidae"	""	TRUE	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"apparently sedentary"	NA
"Caryothraustes_poliogaster"	"real"	0.42520209109833	0.5	0.254227385270714	NA	0.5	0	NA	0.5	0.160572331637106	NA	6.99719973769806	0.361802326949337	0.638197673050663	0.343744653258671	"res"	"Cardinalidae"	"Cardinalidae"	"res"	NA	80	80	80	10562	TRUE	""	"Caryothraustes"	"Cardinalidae"	0	"Cardinalidae"	""	TRUE	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"apparently sedentary"	NA
"Cecropis_abyssinica"	"real"	0.795987986	0.5	0.597307766	NA	0.5	0.428715759	NA	0.5	0.220152501	NA	7.832611437	0.004987049	0.995012951	0.047037975	"mig"	"Hirundinidae"	"Hirundinidae"	"mig"	"short"	2376	2376	2376	7210	TRUE	""	"Cecropis"	"Hirundinidae"	1	"Hirundinidae"	"merged several CPH ranges; most records are Cecropis abyssinica, Bioko Isl record is Hirundo abyssinica"	TRUE	0	0	0	0	"migratory"	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	"mainly resident with some postbreeding movements near equator, mainly wet-season breeding visitor in N and S of range"	1
"Cecropis_abyssinica"	"hypo_br"	0.817604394	0.5	0.631378074	NA	0.5	0.178030352	NA	0.5	0.075562733	NA	NA	0.003748513	0.996251487	0.041008687	"mig"	"Hirundinidae"	"Hirundinidae"	"mig"	"short"	2376	2376	2376	7210	TRUE	""	"Cecropis"	"Hirundinidae"	1	"Hirundinidae"	"merged several CPH ranges; most records are Cecropis abyssinica, Bioko Isl record is Hirundo abyssinica"	TRUE	0	0	0	0	"migratory"	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	"mainly resident with some postbreeding movements near equator, mainly wet-season breeding visitor in N and S of range"	1
"Cecropis_abyssinica"	"hypo_wi"	0.811698437	0.5	0.59326927	NA	0.5	0.568564379	NA	0.5	0.312039814	NA	NA	0.003958709	0.996041291	0.042278591	"mig"	"Hirundinidae"	"Hirundinidae"	"mig"	"short"	2376	2376	2376	7210	TRUE	""	"Cecropis"	"Hirundinidae"	1	"Hirundinidae"	"merged several CPH ranges; most records are Cecropis abyssinica, Bioko Isl record is Hirundo abyssinica"	TRUE	0	0	0	0	"migratory"	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	"mainly resident with some postbreeding movements near equator, mainly wet-season breeding visitor in N and S of range"	1
"Cecropis_badia"	"real"	0.314821473	1	0.575369278	NA	0.5	0	NA	0.5	0.124359833	NA	5.783037011	0.606755958	0.393244042	0.010540125	"res"	"Hirundinidae"	"Hirundinidae"	"res"	NA	52	52	52	7217	TRUE	""	"Cecropis"	"Hirundinidae"	0	"Hirundinidae"	""	TRUE	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	""	NA
"Cecropis_cucullata"	"real"	0.417179303	1	0.452414068	NA	1	0.443521105	NA	0.5	0.026070959	NA	7.344017332	0.115724179	0.884275821	0.366838911	"mig"	"Hirundinidae"	"Hirundinidae"	"mig"	"short"	349	452	246	7209	TRUE	""	"Cecropis"	"Hirundinidae"	1	"Hirundinidae"	""	TRUE	0	0	0	0	"migratory"	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	"migratory but some apparently oversummer"	1
"Cecropis_cucullata"	"hypo_br"	0.286840092	1	0.482783571	NA	0.5	0.115047579	NA	0.5	0.211889666	NA	NA	0.230652901	0.769347099	0.247463235	"mig"	"Hirundinidae"	"Hirundinidae"	"mig"	"short"	349	452	246	7209	TRUE	""	"Cecropis"	"Hirundinidae"	1	"Hirundinidae"	""	TRUE	0	0	0	0	"migratory"	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	"migratory but some apparently oversummer"	1
"Cecropis_cucullata"	"hypo_wi"	0.232691924	1	0.259785251	NA	0.5	0.061189322	NA	0.5	0.035742662	NA	NA	0.495176479	0.504823521	0.617707113	"mig"	"Hirundinidae"	"Hirundinidae"	"mig"	"short"	349	452	246	7209	TRUE	""	"Cecropis"	"Hirundinidae"	1	"Hirundinidae"	""	TRUE	0	0	0	0	"migratory"	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	"migratory but some apparently oversummer"	1
"Cecropis_domicella"	"real"	0.566211441	0.5	0.398461396	NA	0.5	0.555753644	NA	0.5	0.339256699	NA	7.642841397	0.272619191	0.727380809	0.078020962	"mig"	"Hirundinidae"	"Hirundinidae"	"mig"	"short"	336	570	102	7215	TRUE	""	"Cecropis"	"Hirundinidae"	1	"Hirundinidae"	""	TRUE	0	0	0	0	"resident"	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	"mostly resident with some post-breeding movements, seasonal occurrence in some regions (text on daurica in HBW)"	1
